Team,Age,Wins,Losses,Year,Playoff,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,3PAr,eFG%,FT,FTA,FT%,TS%,AST,ORB,TRB,PTS,MOV,ORtg,DRtg,Pace,TOV%,ORB%,Finals_Rk
San Antonio Spurs,26.2,31,51,1988,True,45.2,92.2,49.0,43.6,87.2,50.0,1.6,5.0,32.300000000000004,5.5,49.9,21.6,29.4,73.3,54.0,28.6,14.4,42.9,113.6,-4.88,108.2,112.8,104.4,14.1,32.0,Knocked Out
Sacramento Kings,26.1,24,58,1988,False,42.2,89.5,47.099999999999994,40.4,84.0,48.1,1.8,5.5,32.0,6.1,48.1,21.9,28.3,77.2,53.0,25.8,15.0,45.0,108.0,-5.76,106.5,112.1,100.9,14.8,33.7,Never Qualified
Brooklyn Nets,26.7,19,63,1988,False,39.1,83.6,46.800000000000004,37.5,78.1,48.0,1.7,5.5,30.099999999999998,6.6000000000000005,47.8,20.5,28.1,72.89999999999999,52.300000000000004,21.9,13.1,40.7,100.4,-8.11,101.4,109.6,98.6,16.0,30.4,Never Qualified
Golden State Warriors,25.4,20,62,1988,False,42.2,90.3,46.800000000000004,41.1,86.5,47.5,1.1,3.8,29.2,4.2,47.4,21.4,26.9,79.60000000000001,52.400000000000006,24.5,13.9,41.4,107.0,-8.32,104.7,112.9,101.6,14.3,31.2,Never Qualified
Los Angeles Clippers,26.2,17,65,1988,False,38.9,87.7,44.3,37.9,83.9,45.2,1.0,3.9,24.9,4.3999999999999995,44.9,20.0,28.1,71.3,49.4,23.0,14.5,43.2,98.8,-10.32,97.4,107.6,100.8,15.7,30.9,Never Qualified
Cleveland Cavaliers,26.1,57,25,1989,True,42.3,84.2,50.2,40.2,78.4,51.300000000000004,2.1,5.8,35.9,6.9,51.4,22.2,29.7,74.7,55.900000000000006,27.6,12.6,42.8,108.8,7.6,110.6,102.9,98.0,14.2,31.2,Knocked Out
Phoenix Suns,25.7,55,27,1989,True,45.8,92.0,49.8,43.7,86.1,50.8,2.0,5.9,34.9,6.4,50.9,25.0,31.6,79.10000000000001,56.00000000000001,27.8,13.4,45.3,118.6,7.7,113.1,105.7,104.5,12.8,30.8,Knocked Out
Los Angeles Lakers,29.5,57,25,1989,True,43.7,87.1,50.2,40.9,79.0,51.800000000000004,2.8,8.1,34.0,9.3,51.800000000000004,24.5,30.6,80.2,56.99999999999999,27.8,13.3,45.2,114.7,7.17,113.8,106.7,100.1,14.0,33.0,Runner-Up
Detroit Pistons,28.7,63,19,1989,True,41.4,83.9,49.4,39.9,79.0,50.5,1.5,4.9,30.0,5.800000000000001,50.2,22.3,29.0,76.9,55.1,24.7,14.1,45.1,106.6,5.8,110.8,104.7,95.5,14.4,34.5,Champion
Utah Jazz,27.4,51,31,1989,True,38.8,80.4,48.199999999999996,37.4,75.8,49.4,1.4,4.6,30.0,5.800000000000001,49.1,25.7,33.4,77.0,55.00000000000001,25.7,12.8,44.6,104.7,5.02,106.6,101.5,98.0,16.4,32.0,Knocked Out
Atlanta Hawks,28.5,52,30,1989,True,41.6,88.2,47.199999999999996,40.3,83.3,48.3,1.3,4.8,27.700000000000003,5.5,48.0,26.4,33.0,80.0,54.0,24.3,16.7,45.0,111.0,4.91,112.2,107.2,98.3,13.5,37.1,Knocked Out
Milwaukee Bucks,28.5,49,33,1989,True,41.5,87.4,47.4,39.3,80.5,48.8,2.2,6.9,31.6,7.9,48.699999999999996,23.8,29.0,82.1,54.400000000000006,25.3,13.8,41.5,108.9,3.61,110.1,106.4,98.6,13.7,32.7,Knocked Out
New York Knicks,25.3,52,30,1989,True,45.1,92.8,48.6,40.4,78.8,51.300000000000004,4.7,14.0,33.7,15.1,51.2,21.7,28.9,75.2,55.300000000000004,25.4,16.1,43.7,116.7,3.77,111.1,107.5,104.4,15.4,36.2,Knocked Out
Oklahoma City Thunder,26.3,47,35,1989,True,43.5,91.2,47.699999999999996,39.9,81.8,48.8,3.6,9.4,37.9,10.4,49.6,21.6,29.0,74.6,53.900000000000006,25.4,17.0,44.3,112.1,2.9,111.5,108.6,100.1,14.1,38.3,Knocked Out
Denver Nuggets,29.8,44,38,1989,True,46.5,99.3,46.800000000000004,43.7,91.0,48.0,2.8,8.2,33.7,8.3,48.199999999999996,22.2,28.2,78.7,52.800000000000004,27.8,14.7,45.4,118.0,1.7,108.6,107.1,107.5,11.8,29.6,Knocked Out
Philadelphia 76ers,27.0,46,36,1989,True,42.7,87.8,48.6,40.2,79.9,50.3,2.5,7.9,31.6,9.0,50.0,24.0,30.5,78.7,55.2,25.7,13.9,42.7,111.9,1.5,113.0,111.5,98.5,12.8,32.2,Knocked Out
Chicago Bulls,26.4,47,35,1989,True,42.0,85.0,49.5,39.9,78.5,50.9,2.1,6.5,32.800000000000004,7.6,50.7,20.2,25.7,78.60000000000001,55.300000000000004,27.0,12.4,42.3,106.4,1.44,109.1,107.7,97.0,14.4,30.7,Knocked Out
Portland Trail Blazers,26.9,39,43,1989,True,45.1,95.1,47.4,42.4,87.2,48.699999999999996,2.6,7.9,33.5,8.3,48.8,21.8,29.5,74.0,53.0,27.0,16.9,45.9,114.6,1.46,109.4,108.0,103.9,13.9,36.7,Knocked Out
Boston Celtics,28.5,42,40,1989,True,42.9,87.1,49.3,42.0,83.3,50.4,1.0,3.8,25.2,4.3,49.8,22.4,28.6,78.3,54.800000000000004,26.7,14.4,44.2,109.2,1.16,110.8,109.6,98.1,14.0,34.7,Knocked Out
Houston Rockets,26.8,45,37,1989,True,41.6,87.8,47.4,39.6,81.4,48.699999999999996,2.0,6.4,31.4,7.3,48.6,23.3,30.8,75.5,53.5,24.6,14.8,45.9,108.5,0.95,105.7,104.8,101.8,15.9,33.3,Knocked Out
Golden State Warriors,26.0,43,39,1989,True,45.5,97.3,46.800000000000004,43.1,89.6,48.1,2.4,7.7,30.8,7.9,48.0,23.2,29.1,79.9,52.900000000000006,24.5,16.1,47.4,116.6,-0.3,107.4,107.7,107.3,14.2,33.4,Knocked Out
Dallas Mavericks,28.6,38,44,1989,False,39.6,84.4,46.9,37.0,76.0,48.6,2.6,8.3,31.0,9.8,48.4,21.8,27.6,78.9,53.6,22.8,12.8,42.0,103.5,-1.21,107.4,108.6,95.9,13.5,29.5,Never Qualified
