Team,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,ORB,TRB,AST,TOV,PTS,Year,Playoff,Finals_Rk
Orlando Magic,3087,6893,44.800000000000004,2467,5233,47.099999999999994,620,1660,37.3,1446,1917,942,3382,1804,1119,8240,2002,True,Knocked Out
Minnesota Timberwolves,3175,6887,46.1,2779,5840,47.599999999999994,396,1047,37.8,1399,1754,1059,3621,1993,1097,8145,2002,True,Knocked Out
Oklahoma City Thunder,3131,6681,46.9,2642,5389,49.0,489,1292,37.8,1263,1672,968,3301,1926,1124,8014,2002,True,Knocked Out
Golden State Warriors,2998,6989,42.9,2678,5995,44.7,320,994,32.2,1693,2344,1334,3827,1706,1378,8009,2002,False,Never Qualified
Milwaukee Bucks,3041,6577,46.2,2448,4994,49.0,593,1583,37.5,1321,1767,841,3398,1847,1157,7996,2002,False,Never Qualified
Indiana Pacers,2935,6580,44.6,2530,5385,47.0,405,1195,33.900000000000006,1663,2155,930,3498,1884,1249,7938,2002,True,Knocked Out
San Antonio Spurs,2913,6363,45.800000000000004,2475,5152,48.0,438,1211,36.199999999999996,1668,2249,907,3473,1643,1180,7932,2002,True,Knocked Out
Portland Trail Blazers,3004,6671,45.0,2538,5353,47.4,466,1318,35.4,1451,1901,1085,3529,1926,1172,7925,2002,True,Knocked Out
Boston Celtics,2852,6731,42.4,2153,4785,45.0,699,1946,35.9,1498,1960,891,3461,1722,1114,7901,2002,True,Knocked Out
Brooklyn Nets,3042,6816,44.6,2639,5622,46.9,403,1194,33.800000000000004,1402,1907,1039,3554,1990,1189,7889,2002,True,Knocked Out
Utah Jazz,2869,6374,45.0,2589,5532,46.800000000000004,280,842,33.300000000000004,1853,2430,1109,3458,1999,1353,7871,2002,True,Knocked Out
Los Angeles Clippers,2970,6668,44.5,2562,5521,46.400000000000006,408,1147,35.6,1498,2026,1083,3557,1714,1214,7846,2002,False,Never Qualified
Cleveland Cavaliers,2948,6582,44.800000000000004,2561,5556,46.1,387,1026,37.7,1529,1980,968,3451,1891,1196,7812,2002,False,Never Qualified
Phoenix Suns,3097,6934,44.7,2739,5838,46.9,358,1096,32.7,1250,1630,1072,3502,1838,1205,7802,2002,False,Never Qualified
Detroit Pistons,2845,6300,45.2,2278,4791,47.5,567,1509,37.6,1478,1954,810,3176,1765,1193,7735,2002,True,Knocked Out
Atlanta Hawks,2901,6610,43.9,2478,5416,45.800000000000004,423,1194,35.4,1486,1942,955,3400,1656,1275,7711,2002,False,Never Qualified
Charlotte Hornets,2893,6580,44.0,2547,5586,45.6,346,994,34.8,1568,2105,1059,3564,1759,1150,7700,2002,True,Knocked Out
Washington Wizards,2938,6664,44.1,2633,5878,44.800000000000004,305,786,38.800000000000004,1428,1866,1055,3448,1715,1068,7609,2002,False,Never Qualified
Houston Rockets,2837,6629,42.8,2341,5149,45.5,496,1480,33.5,1402,1893,1025,3436,1482,1156,7572,2002,False,Never Qualified
Denver Nuggets,2915,6870,42.4,2492,5585,44.6,423,1285,32.9,1306,1756,1117,3427,1817,1205,7559,2002,False,Never Qualified
New York Knicks,2817,6520,43.2,2343,5176,45.300000000000004,474,1344,35.3,1406,1786,876,3334,1720,1192,7514,2002,False,Never Qualified
Toronto Raptors,2919,6727,43.4,2532,5618,45.1,387,1109,34.9,1269,1717,1114,3450,1779,1174,7494,2002,True,Knocked Out
Philadelphia 76ers,2804,6436,43.6,2590,5721,45.300000000000004,214,715,29.9,1639,2104,1092,3626,1638,1256,7461,2002,True,Knocked Out
Memphis Grizzlies,2851,6535,43.6,2515,5439,46.2,336,1096,30.7,1334,1883,984,3397,1785,1344,7372,2002,False,Never Qualified
Chicago Bulls,2811,6491,43.3,2511,5623,44.7,300,868,34.599999999999994,1413,1958,924,3283,1817,1252,7335,2002,False,Never Qualified
Miami Heat,2801,6382,43.9,2489,5483,45.4,312,899,34.699999999999996,1236,1708,902,3446,1664,1217,7150,2002,False,Never Qualified
Dallas Mavericks,3161,6982,45.300000000000004,2525,5314,47.5,636,1668,38.1,1486,1793,912,3456,1837,949,8444,2003,True,Knocked Out
Golden State Warriors,3061,6941,44.1,2636,5706,46.2,425,1235,34.4,1853,2382,1284,3830,1712,1295,8400,2003,False,Never Qualified
Sacramento Kings,3242,6990,46.400000000000006,2751,5702,48.199999999999996,491,1288,38.1,1367,1832,900,3651,2034,1192,8342,2003,True,Knocked Out
Los Angeles Lakers,3091,6856,45.1,2605,5489,47.5,486,1367,35.6,1562,2129,1078,3632,1909,1192,8230,2003,True,Knocked Out
Milwaukee Bucks,3045,6670,45.7,2460,5144,47.8,585,1526,38.3,1483,1911,876,3243,1823,1044,8158,2003,True,Knocked Out
Orlando Magic,2947,6763,43.6,2379,5173,46.0,568,1590,35.699999999999996,1616,2079,958,3350,1676,1177,8078,2003,True,Knocked Out
Minnesota Timberwolves,3172,6809,46.6,2876,6005,47.9,296,804,36.8,1406,1826,959,3573,2070,1124,8046,2003,True,Knocked Out
Memphis Grizzlies,3049,6743,45.2,2582,5464,47.3,467,1279,36.5,1430,1936,943,3409,1892,1262,7995,2003,False,Never Qualified
Philadelphia 76ers,2975,6640,44.800000000000004,2730,5853,46.6,245,787,31.1,1746,2253,1042,3457,1771,1212,7941,2003,True,Knocked Out
Indiana Pacers,2911,6608,44.1,2532,5489,46.1,379,1119,33.900000000000006,1739,2271,1004,3626,1910,1210,7940,2003,True,Knocked Out
New York Knicks,2967,6725,44.1,2361,5143,45.9,606,1582,38.3,1320,1620,842,3218,1800,1149,7860,2003,False,Never Qualified
San Antonio Spurs,2908,6297,46.2,2459,5027,48.9,449,1270,35.4,1591,2194,939,3495,1636,1295,7856,2003,True,Champion
Phoenix Suns,3005,6776,44.3,2611,5627,46.400000000000006,394,1149,34.300000000000004,1430,1928,1049,3489,1719,1208,7834,2003,True,Knocked Out
Brooklyn Nets,2906,6585,44.1,2560,5544,46.2,346,1041,33.2,1662,2195,991,3519,1887,1212,7820,2003,True,Knocked Out
Portland Trail Blazers,2987,6491,46.0,2608,5341,48.8,379,1150,33.0,1450,1947,992,3370,1860,1248,7803,2003,True,Knocked Out
Chicago Bulls,2991,6714,44.5,2642,5717,46.2,349,997,35.0,1455,2014,985,3526,1782,1388,7786,2003,False,Never Qualified
Utah Jazz,2894,6189,46.800000000000004,2670,5548,48.1,224,641,34.9,1750,2349,1021,3402,2103,1374,7762,2003,True,Knocked Out
Atlanta Hawks,2859,6434,44.4,2457,5293,46.400000000000006,402,1141,35.199999999999996,1594,2011,937,3495,1679,1367,7714,2003,False,Never Qualified
New Orleans Pelicans,2914,6695,43.5,2510,5620,44.7,404,1075,37.6,1467,1910,1097,3572,1807,1212,7699,2003,True,Knocked Out
Los Angeles Clippers,2835,6490,43.7,2445,5312,46.0,390,1178,33.1,1633,2177,1008,3470,1605,1291,7693,2003,False,Never Qualified
Houston Rockets,2840,6461,44.0,2401,5194,46.2,439,1267,34.599999999999994,1569,2044,1024,3588,1506,1276,7688,2003,False,Never Qualified
Boston Celtics,2700,6509,41.5,1981,4354,45.5,719,2155,33.4,1480,1994,849,3320,1575,1147,7599,2003,True,Knocked Out
Oklahoma City Thunder,2887,6599,43.7,2431,5308,45.800000000000004,456,1291,35.3,1325,1780,963,3348,1775,1085,7555,2003,False,Never Qualified
Washington Wizards,2816,6394,44.0,2563,5583,45.9,253,811,31.2,1617,2077,917,3312,1612,1095,7502,2003,False,Never Qualified
Cleveland Cavaliers,2850,6746,42.199999999999996,2557,5850,43.7,293,896,32.7,1502,2012,1118,3660,1712,1501,7495,2003,False,Never Qualified
Detroit Pistons,2700,6277,43.0,2167,4789,45.2,533,1488,35.8,1559,2021,883,3328,1620,1104,7492,2003,True,Knocked Out
Toronto Raptors,2847,6664,42.699999999999996,2438,5471,44.6,409,1193,34.300000000000004,1350,1879,1023,3378,1583,1181,7453,2003,False,Never Qualified
Miami Heat,2688,6517,41.199999999999996,2340,5417,43.2,348,1100,31.6,1292,1689,948,3412,1501,1167,7016,2003,False,Never Qualified
Denver Nuggets,2689,6544,41.099999999999994,2460,5720,43.0,229,824,27.800000000000004,1294,1850,1112,3475,1737,1514,6901,2003,False,Never Qualified
Dallas Mavericks,3322,7230,45.9,2815,5774,48.8,507,1456,34.8,1475,1854,1174,3712,1963,1000,8626,2004,True,Knocked Out
Sacramento Kings,3103,6711,46.2,2502,5213,48.0,601,1498,40.1,1626,2044,888,3380,2152,1137,8433,2004,True,Knocked Out
Los Angeles Lakers,3028,6676,45.4,2663,5561,47.9,365,1115,32.7,1631,2352,1001,3536,1948,1132,8052,2004,True,Runner-Up
Milwaukee Bucks,2970,6650,44.7,2569,5505,46.7,401,1145,35.0,1698,2192,960,3462,1872,1110,8039,2004,True,Knocked Out
Denver Nuggets,2993,6763,44.3,2662,5778,46.1,331,985,33.6,1655,2159,1083,3470,1794,1278,7972,2004,True,Knocked Out
Oklahoma City Thunder,2939,6590,44.6,2216,4654,47.599999999999994,723,1936,37.3,1363,1782,907,3225,1782,1188,7964,2004,False,Never Qualified
Memphis Grizzlies,2963,6657,44.5,2516,5343,47.099999999999994,447,1314,34.0,1557,2143,1047,3428,1915,1226,7930,2004,True,Knocked Out
Boston Celtics,2843,6415,44.3,2290,4816,47.5,553,1599,34.599999999999994,1572,2095,851,3291,1683,1332,7811,2004,True,Knocked Out
Los Angeles Clippers,2817,6579,42.8,2488,5555,44.800000000000004,329,1024,32.1,1808,2302,1149,3565,1653,1344,7771,2004,False,Never Qualified
Minnesota Timberwolves,3033,6571,46.2,2707,5674,47.699999999999996,326,897,36.3,1361,1743,875,3520,1890,1043,7753,2004,True,Knocked Out
Phoenix Suns,2958,6671,44.3,2543,5469,46.5,415,1202,34.5,1392,1865,924,3330,1586,1249,7723,2004,False,Never Qualified
Orlando Magic,2904,6768,42.9,2475,5520,44.800000000000004,429,1248,34.4,1474,2000,1003,3353,1584,1123,7711,2004,False,Never Qualified
Golden State Warriors,2875,6511,44.2,2446,5228,46.800000000000004,429,1283,33.4,1470,2028,1002,3535,1681,1211,7649,2004,False,Never Qualified
Cleveland Cavaliers,2922,6753,43.3,2675,5967,44.800000000000004,247,786,31.4,1528,2030,1118,3737,1808,1216,7619,2004,False,Never Qualified
Atlanta Hawks,2829,6529,43.3,2410,5280,45.6,419,1249,33.5,1534,1976,996,3503,1648,1350,7611,2004,False,Never Qualified
New York Knicks,2881,6513,44.2,2475,5398,45.9,406,1115,36.4,1374,1732,950,3493,1695,1289,7542,2004,True,Knocked Out
New Orleans Pelicans,2772,6605,42.0,2241,4939,45.4,531,1666,31.900000000000002,1454,1937,1091,3509,1716,1228,7529,2004,True,Knocked Out
Washington Wizards,2758,6556,42.1,2325,5287,44.0,433,1269,34.1,1579,2211,1115,3507,1537,1439,7528,2004,False,Never Qualified
San Antonio Spurs,2842,6434,44.2,2434,5294,46.0,408,1140,35.8,1409,2069,1029,3698,1676,1203,7501,2004,True,Knocked Out
Indiana Pacers,2753,6322,43.5,2304,5041,45.7,449,1281,35.099999999999994,1538,2014,965,3417,1774,1182,7493,2004,True,Knocked Out
Portland Trail Blazers,2898,6467,44.800000000000004,2517,5365,46.9,381,1102,34.599999999999994,1263,1728,1040,3416,1768,1213,7440,2004,False,Never Qualified
Miami Heat,2729,6417,42.5,2244,5060,44.3,485,1357,35.699999999999996,1459,1915,940,3399,1565,1137,7402,2004,True,Knocked Out
Brooklyn Nets,2813,6372,44.1,2436,5249,46.400000000000006,377,1123,33.6,1398,1856,862,3335,2009,1209,7401,2004,True,Knocked Out
Detroit Pistons,2747,6314,43.5,2414,5346,45.2,333,968,34.4,1561,2074,1014,3506,1702,1241,7388,2004,True,Champion
Houston Rockets,2738,6195,44.2,2223,4789,46.400000000000006,515,1406,36.6,1371,1774,847,3494,1579,1373,7362,2004,True,Knocked Out
Chicago Bulls,2798,6753,41.4,2369,5497,43.1,429,1256,34.2,1330,1834,1048,3567,1793,1321,7355,2004,False,Never Qualified
Utah Jazz,2690,6172,43.6,2438,5386,45.300000000000004,252,786,32.1,1639,2196,1103,3375,1671,1365,7271,2004,False,Never Qualified
Philadelphia 76ers,2682,6260,42.8,2343,5268,44.5,339,992,34.2,1512,2009,941,3349,1640,1307,7215,2004,False,Never Qualified
Toronto Raptors,2654,6348,41.8,2193,5054,43.4,461,1294,35.6,1237,1650,830,3249,1574,1164,7006,2004,False,Never Qualified
Phoenix Suns,3351,7018,47.699999999999996,2555,4992,51.2,796,2026,39.300000000000004,1556,2080,967,3619,1927,1125,9054,2005,True,Knocked Out
Sacramento Kings,3203,6978,45.9,2681,5582,48.0,522,1396,37.4,1577,2004,1023,3478,2005,1073,8505,2005,True,Knocked Out
Dallas Mavericks,3058,6691,45.7,2595,5418,47.9,463,1273,36.4,1826,2314,990,3520,1610,1102,8405,2005,True,Knocked Out
Miami Heat,3097,6368,48.6,2622,5108,51.300000000000004,475,1260,37.7,1658,2466,887,3526,1790,1127,8327,2005,True,Knocked Out
Boston Celtics,3046,6511,46.800000000000004,2609,5259,49.6,437,1252,34.9,1775,2323,909,3347,1810,1297,8304,2005,True,Knocked Out
Washington Wizards,2966,6794,43.7,2452,5296,46.300000000000004,514,1498,34.300000000000004,1795,2476,1133,3507,1563,1172,8241,2005,True,Knocked Out
Toronto Raptors,2952,6656,44.4,2304,4975,46.300000000000004,648,1681,38.5,1626,2101,844,3288,1670,1087,8178,2005,False,Never Qualified
Denver Nuggets,3038,6615,45.9,2718,5675,47.9,320,940,34.0,1765,2313,967,3440,1958,1224,8161,2005,True,Knocked Out
Orlando Magic,3034,6679,45.4,2714,5763,47.099999999999994,320,916,34.9,1772,2335,1038,3582,1583,1322,8160,2005,False,Never Qualified
Philadelphia 76ers,2946,6736,43.7,2441,5283,46.2,505,1453,34.8,1731,2194,909,3445,1710,1274,8128,2005,True,Knocked Out
Oklahoma City Thunder,2882,6498,44.4,2216,4674,47.4,666,1824,36.5,1683,2131,1041,3352,1487,1113,8113,2005,True,Knocked Out
Los Angeles Lakers,2895,6629,43.7,2251,4816,46.7,644,1813,35.5,1661,2137,1028,3539,1672,1176,8095,2005,False,Never Qualified
Golden State Warriors,3029,7039,43.0,2405,5265,45.7,624,1774,35.199999999999996,1412,1955,1069,3505,1811,1112,8094,2005,False,Never Qualified
New York Knicks,2978,6599,45.1,2537,5359,47.3,441,1240,35.6,1580,2060,965,3358,1665,1204,7977,2005,False,Never Qualified
Milwaukee Bucks,2964,6580,45.0,2639,5655,46.7,325,925,35.099999999999994,1720,2229,985,3390,1720,1132,7973,2005,False,Never Qualified
Minnesota Timberwolves,3045,6629,45.9,2650,5484,48.3,395,1145,34.5,1449,1820,947,3527,1918,1079,7934,2005,False,Never Qualified
Cleveland Cavaliers,2990,6687,44.7,2690,5783,46.5,300,904,33.2,1634,2174,1117,3469,1851,1141,7914,2005,False,Never Qualified
San Antonio Spurs,2923,6450,45.300000000000004,2416,5055,47.8,507,1395,36.3,1535,2120,987,3476,1771,1126,7888,2005,True,Champion
Los Angeles Clippers,2924,6368,45.9,2693,5699,47.3,231,669,34.5,1770,2274,980,3435,1901,1290,7849,2005,False,Never Qualified
Houston Rockets,2846,6419,44.3,2293,4898,46.800000000000004,553,1521,36.4,1551,1986,874,3475,1733,1135,7796,2005,True,Knocked Out
Chicago Bulls,2849,6592,43.2,2338,5159,45.300000000000004,511,1433,35.699999999999996,1536,2048,1001,3592,1743,1371,7745,2005,True,Knocked Out
Charlotte Hornets,2961,6859,43.2,2641,5978,44.2,320,881,36.3,1487,2096,1083,3418,1794,1192,7729,2005,False,Never Qualified
Memphis Grizzlies,2802,6271,44.7,2271,4785,47.5,531,1486,35.699999999999996,1526,2024,887,3194,1716,1197,7661,2005,True,Knocked Out
Detroit Pistons,2851,6421,44.4,2488,5368,46.300000000000004,363,1053,34.5,1588,2150,1054,3561,1787,1133,7653,2005,True,Runner-Up
Indiana Pacers,2668,6169,43.2,2126,4594,46.300000000000004,542,1575,34.4,1748,2206,868,3286,1489,1173,7626,2005,True,Knocked Out
Utah Jazz,2828,6301,44.9,2578,5539,46.5,250,762,32.800000000000004,1719,2272,1047,3290,1826,1292,7625,2005,False,Never Qualified
Portland Trail Blazers,2896,6422,45.1,2476,5261,47.099999999999994,420,1161,36.199999999999996,1409,1944,970,3374,1722,1308,7621,2005,False,Never Qualified
Atlanta Hawks,2942,6672,44.1,2638,5699,46.300000000000004,304,973,31.2,1417,1994,1100,3435,1614,1319,7605,2005,False,Never Qualified
Brooklyn Nets,2753,6419,42.9,2318,5216,44.4,435,1203,36.199999999999996,1555,2039,855,3242,1772,1164,7496,2005,True,Knocked Out
New Orleans Pelicans,2718,6556,41.5,2303,5240,44.0,415,1316,31.5,1401,1830,1019,3300,1724,1217,7252,2005,False,Never Qualified
Phoenix Suns,3430,7167,47.9,2593,5070,51.1,837,2097,39.900000000000006,1189,1475,778,3428,2179,1088,8886,2006,True,Knocked Out
Oklahoma City Thunder,3077,6711,45.9,2472,5080,48.699999999999996,605,1631,37.1,1652,2104,1013,3246,1696,1208,8411,2006,False,Never Qualified
Washington Wizards,2975,6656,44.7,2478,5262,47.099999999999994,497,1394,35.699999999999996,1889,2496,1035,3379,1523,1143,8336,2006,True,Knocked Out
Toronto Raptors,3013,6639,45.4,2405,5019,47.9,608,1620,37.5,1653,2089,864,3155,1593,1071,8287,2006,False,Never Qualified
Denver Nuggets,3078,6672,46.1,2728,5596,48.699999999999996,350,1076,32.5,1721,2312,903,3389,1921,1216,8227,2006,True,Knocked Out
Miami Heat,3039,6355,47.8,2542,4914,51.7,497,1441,34.5,1616,2310,858,3533,1692,1186,8191,2006,True,Champion
Los Angeles Lakers,2992,6607,45.300000000000004,2440,5024,48.6,552,1583,34.9,1618,2172,970,3458,1734,1143,8154,2006,True,Knocked Out
Philadelphia 76ers,3001,6546,45.800000000000004,2626,5515,47.599999999999994,375,1031,36.4,1770,2330,873,3298,1653,1159,8147,2006,False,Never Qualified
Dallas Mavericks,2948,6375,46.2,2532,5262,48.1,416,1113,37.4,1818,2322,1030,3461,1473,1112,8130,2006,True,Runner-Up
Sacramento Kings,2954,6500,45.4,2460,5092,48.3,494,1408,35.099999999999994,1704,2173,852,3325,1825,1199,8106,2006,True,Knocked Out
Golden State Warriors,2939,6785,43.3,2314,4953,46.7,625,1832,34.1,1573,2190,980,3465,1694,1156,8076,2006,False,Never Qualified
Boston Celtics,2951,6322,46.7,2484,5032,49.4,467,1290,36.199999999999996,1664,2204,813,3245,1716,1359,8033,2006,False,Never Qualified
Milwaukee Bucks,2976,6566,45.300000000000004,2469,5231,47.199999999999996,507,1335,38.0,1561,2115,929,3377,1769,1197,8020,2006,True,Knocked Out
Chicago Bulls,3004,6737,44.6,2444,5260,46.5,560,1477,37.9,1452,1967,906,3508,1804,1224,8020,2006,True,Knocked Out
Cleveland Cavaliers,2908,6412,45.4,2411,4947,48.699999999999996,497,1465,33.900000000000006,1689,2318,959,3470,1560,1137,8002,2006,True,Knocked Out
Atlanta Hawks,2946,6496,45.4,2522,5342,47.199999999999996,424,1154,36.7,1656,2207,1069,3301,1625,1284,7972,2006,False,Never Qualified
Los Angeles Clippers,2993,6443,46.5,2703,5600,48.3,290,843,34.4,1694,2142,828,3532,1708,1185,7970,2006,True,Knocked Out
Charlotte Hornets,2961,6843,43.3,2533,5582,45.4,428,1261,33.900000000000006,1593,2186,990,3260,1717,1167,7943,2006,False,Never Qualified
Detroit Pistons,2983,6558,45.5,2426,5107,47.5,557,1451,38.4,1418,1950,975,3322,1971,931,7941,2006,True,Knocked Out
New York Knicks,2822,6206,45.5,2502,5322,47.0,320,884,36.199999999999996,1878,2587,1034,3394,1468,1449,7842,2006,False,Never Qualified
San Antonio Spurs,2993,6342,47.199999999999996,2469,4980,49.6,524,1362,38.5,1327,1891,851,3399,1717,1126,7837,2006,True,Knocked Out
Orlando Magic,2911,6167,47.199999999999996,2612,5371,48.6,299,796,37.6,1663,2277,892,3294,1495,1240,7784,2006,False,Never Qualified
Indiana Pacers,2786,6274,44.4,2250,4738,47.5,536,1536,34.9,1591,2158,898,3457,1631,1254,7699,2006,True,Knocked Out
Brooklyn Nets,2778,6317,44.0,2301,4870,47.199999999999996,477,1447,33.0,1658,2187,822,3361,1884,1119,7691,2006,True,Knocked Out
New Orleans Pelicans,2831,6428,44.0,2531,5543,45.7,300,885,33.900000000000006,1649,2176,918,3297,1519,1095,7611,2006,False,Never Qualified
Utah Jazz,2744,6207,44.2,2433,5282,46.1,311,925,33.6,1774,2466,1071,3451,1772,1290,7573,2006,False,Never Qualified
Memphis Grizzlies,2746,6125,44.800000000000004,2156,4547,47.4,590,1578,37.4,1476,2077,834,3213,1586,1134,7558,2006,True,Knocked Out
Minnesota Timberwolves,2888,6340,45.6,2578,5398,47.8,310,942,32.9,1436,1895,811,3233,1716,1189,7522,2006,False,Never Qualified
Houston Rockets,2708,6252,43.3,2239,4838,46.300000000000004,469,1414,33.2,1502,1980,849,3414,1580,1193,7387,2006,False,Never Qualified
Portland Trail Blazers,2791,6267,44.5,2427,5225,46.400000000000006,364,1042,34.9,1339,1944,886,3089,1490,1205,7285,2006,False,Never Qualified
Phoenix Suns,3388,6855,49.4,2603,4890,53.2,785,1965,39.900000000000006,1476,1827,737,3320,2122,1189,9037,2007,True,Knocked Out
Golden State Warriors,3261,7048,46.300000000000004,2561,5081,50.4,700,1967,35.6,1515,2113,940,3396,1950,1309,8737,2007,True,Knocked Out
Denver Nuggets,3164,6805,46.5,2680,5365,50.0,484,1440,33.6,1827,2449,1001,3559,1920,1352,8639,2007,True,Knocked Out
Washington Wizards,3070,6820,45.0,2509,5206,48.199999999999996,561,1614,34.8,1855,2425,998,3377,1660,1133,8556,2007,True,Knocked Out
Los Angeles Lakers,3103,6664,46.6,2495,4940,50.5,608,1724,35.3,1660,2221,886,3381,1850,1273,8474,2007,True,Knocked Out
Memphis Grizzlies,2998,6448,46.5,2498,5086,49.1,500,1362,36.7,1835,2410,866,3241,1680,1343,8331,2007,False,Never Qualified
Utah Jazz,3069,6471,47.4,2715,5415,50.1,354,1056,33.5,1830,2462,1030,3486,2024,1277,8322,2007,True,Knocked Out
Sacramento Kings,2941,6532,45.0,2411,5019,48.0,530,1513,35.0,1891,2473,797,3193,1665,1194,8303,2007,False,Never Qualified
Dallas Mavericks,3010,6442,46.7,2475,5038,49.1,535,1404,38.1,1646,2045,920,3435,1632,1140,8201,2007,True,Knocked Out
Milwaukee Bucks,3121,6714,46.5,2597,5242,49.5,524,1472,35.6,1406,1919,941,3213,1771,1240,8172,2007,False,Never Qualified
Toronto Raptors,3032,6547,46.300000000000004,2501,5083,49.2,531,1464,36.3,1562,1982,755,3235,1822,1104,8157,2007,True,Knocked Out
Oklahoma City Thunder,3047,6628,46.0,2522,5177,48.699999999999996,525,1451,36.199999999999996,1511,1911,928,3250,1695,1268,8130,2007,False,Never Qualified
Chicago Bulls,3046,6663,45.7,2566,5426,47.3,480,1237,38.800000000000004,1528,2083,984,3581,1832,1310,8100,2007,True,Knocked Out
San Antonio Spurs,2999,6328,47.4,2404,4767,50.4,595,1561,38.1,1486,1980,761,3338,1814,1137,8079,2007,True,Champion
Brooklyn Nets,2913,6379,45.7,2304,4703,49.0,609,1676,36.3,1566,2153,822,3347,1962,1212,8001,2007,True,Knocked Out
New York Knicks,2903,6356,45.7,2429,4986,48.699999999999996,474,1370,34.599999999999994,1714,2396,1032,3548,1532,1405,7994,2007,False,Never Qualified
Houston Rockets,2906,6528,44.5,2201,4635,47.5,705,1893,37.2,1436,1906,880,3553,1704,1162,7953,2007,True,Knocked Out
Charlotte Hornets,2960,6643,44.6,2503,5363,46.7,457,1280,35.699999999999996,1568,2136,920,3266,1836,1224,7945,2007,False,Never Qualified
Cleveland Cavaliers,2978,6658,44.7,2484,5254,47.3,494,1404,35.199999999999996,1484,2133,1039,3568,1708,1177,7934,2007,True,Runner-Up
Minnesota Timberwolves,2997,6503,46.1,2613,5414,48.3,384,1089,35.3,1499,1892,819,3293,1848,1278,7877,2007,False,Never Qualified
Detroit Pistons,2942,6484,45.4,2493,5179,48.1,449,1305,34.4,1539,1988,948,3322,1768,1001,7872,2007,True,Knocked Out
Boston Celtics,2858,6454,44.3,2387,5171,46.2,471,1283,36.7,1670,2178,918,3309,1630,1350,7857,2007,False,Never Qualified
Los Angeles Clippers,2880,6318,45.6,2566,5415,47.4,314,903,34.8,1769,2245,888,3372,1762,1239,7843,2007,False,Never Qualified
Indiana Pacers,2872,6561,43.8,2391,5172,46.2,481,1389,34.599999999999994,1615,2125,990,3431,1680,1335,7840,2007,False,Never Qualified
New Orleans Pelicans,2971,6674,44.5,2516,5418,46.400000000000006,455,1256,36.199999999999996,1436,1941,1025,3537,1537,1187,7833,2007,False,Never Qualified
Philadelphia 76ers,2932,6408,45.800000000000004,2648,5585,47.4,284,823,34.5,1637,2135,899,3252,1669,1258,7785,2007,False,Never Qualified
Orlando Magic,2875,6090,47.199999999999996,2533,5128,49.4,342,962,35.6,1679,2393,920,3338,1525,1392,7771,2007,True,Knocked Out
Miami Heat,2919,6288,46.400000000000006,2391,4749,50.3,528,1539,34.300000000000004,1393,2019,817,3343,1681,1201,7759,2007,True,Knocked Out
Portland Trail Blazers,2874,6392,45.0,2448,5160,47.4,426,1232,34.599999999999994,1543,2006,923,3222,1513,1236,7717,2007,False,Never Qualified
Atlanta Hawks,2831,6372,44.4,2490,5334,46.7,341,1038,32.9,1677,2203,976,3288,1573,1306,7680,2007,False,Never Qualified
Golden State Warriors,3403,7406,45.9,2642,5221,50.6,761,2185,34.8,1538,2044,1045,3541,1833,1082,9105,2008,False,Never Qualified
Denver Nuggets,3307,7038,47.0,2738,5433,50.4,569,1605,35.5,1891,2519,918,3616,2024,1203,9074,2008,True,Knocked Out
Phoenix Suns,3392,6782,50.0,2698,5018,53.800000000000004,694,1764,39.300000000000004,1548,1977,720,3403,2188,1184,9026,2008,True,Knocked Out
Los Angeles Lakers,3248,6818,47.599999999999994,2586,5067,51.0,662,1751,37.8,1746,2270,898,3620,2003,1156,8904,2008,True,Runner-Up
Utah Jazz,3279,6592,49.7,2872,5497,52.2,407,1095,37.2,1745,2298,942,3352,2165,1200,8710,2008,True,Knocked Out
Orlando Magic,3058,6446,47.4,2257,4372,51.6,801,2074,38.6,1650,2288,768,3445,1706,1173,8567,2008,True,Knocked Out
Indiana Pacers,3102,6993,44.4,2347,4972,47.199999999999996,755,2021,37.4,1568,2042,904,3537,1864,1236,8527,2008,False,Never Qualified
Sacramento Kings,3043,6558,46.400000000000006,2533,5191,48.8,510,1367,37.3,1812,2272,829,3285,1567,1317,8408,2008,False,Never Qualified
New Orleans Pelicans,3164,6796,46.6,2534,5175,49.0,630,1621,38.9,1312,1707,937,3431,1785,974,8270,2008,True,Knocked Out
Memphis Grizzlies,3060,6737,45.4,2440,4958,49.2,620,1779,34.9,1517,2097,848,3415,1574,1251,8257,2008,False,Never Qualified
Boston Celtics,2986,6286,47.5,2390,4722,50.6,596,1564,38.1,1677,2176,830,3445,1833,1246,8245,2008,True,Champion
Dallas Mavericks,3025,6515,46.400000000000006,2531,5112,49.5,494,1403,35.199999999999996,1690,2075,883,3526,1720,1037,8234,2008,True,Knocked Out
Toronto Raptors,3148,6726,46.800000000000004,2576,5267,48.9,572,1459,39.2,1347,1658,790,3286,1953,959,8215,2008,True,Knocked Out
Washington Wizards,2986,6695,44.6,2411,5081,47.5,575,1614,35.6,1557,1991,1007,3411,1607,1082,8104,2008,True,Knocked Out
Atlanta Hawks,2975,6552,45.4,2591,5474,47.3,384,1078,35.6,1720,2227,1008,3462,1804,1223,8054,2008,True,Knocked Out
